LogID,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин)
30,16,188,14.00,27.75,1232,0.0,3.750,4.672,6.74,0.000,30.87,0.50,0.00,-1.33,0.96,0.007,0.00,12.70,1.883,0.01,1.00,0.968,42.0,84.395,0.916,0.000,110,-55.37,3703.4,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,16,594,14.00,27.75,1232,0.0,3.750,4.576,6.74,0.000,30.61,1.07,0.52,-0.76,0.52,1.000,1.02,0.00,1.045,0.00,0.90,2.640,19.5,0.000,0.496,0.000,1240,6.99,4.5,-0.09,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,186.19,503.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,17,4,14.00,27.75,1232,0.0,3.750,4.538,6.74,0.000,30.40,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.044,0.00,0.90,2.640,19.5,0.000,0.496,0.000,1240,6.99,4.5,-0.06,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,184.94,502.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,17,433,14.00,27.75,1223,0.0,3.750,4.538,6.69,0.000,30.38,1.07,0.52,-0.76,0.51,1.000,1.02,0.00,1.044,0.00,0.90,2.640,19.5,0.000,0.496,0.000,1240,6.99,4.5,-0.01,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,185.19,505.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,17,841,14.00,28.50,1219,0.0,5.250,4.525,6.69,0.000,30.45,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.044,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.05,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,185.63,504.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,18,221,14.00,28.50,1220,0.0,5.250,4.461,6.69,0.000,30.26,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.044,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.13,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,184.88,504.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,18,635,14.00,28.50,1222,0.0,4.500,4.448,6.62,0.000,30.26,1.07,0.52,-0.76,0.52,1.000,1.02,0.00,1.044,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.18,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,184.00,504.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,19,76,14.00,28.50,1224,0.0,3.000,4.467,6.69,0.000,30.21,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.044,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.24,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,183.44,502.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19,494,14.00,28.50,1225,0.0,4.500,4.378,6.62,0.000,30.00,1.07,0.52,-0.76,0.51,1.000,1.02,0.00,1.044,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.32,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,183.63,502.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,19,895,14.00,28.50,1230,0.0,3.750,4.301,6.62,0.000,29.74,1.07,0.51,-0.76,0.51,1.000,1.02,0.00,1.043,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.34,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,180.38,499.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,293,14.00,28.50,1224,0.0,3.750,4.384,6.62,0.000,29.86,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.043,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1240,6.99,4.5,0.40,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,181.94,500.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,22,745,14.00,28.50,1228,0.0,3.000,4.326,6.54,0.000,29.58,1.07,0.51,-0.76,0.52,1.000,1.02,0.00,1.043,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.62,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,179.94,498.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,23,152,14.00,28.50,1239,0.0,3.750,4.192,6.54,0.000,29.39,1.07,0.52,-0.76,0.52,1.000,0.06,-12.35,0.000,0.01,0.75,0.264,-42.0,94.142,0.703,-40.500,0,0.31,128.3,0.78,-48.07,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2095.8,0B,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,23,551,14.00,28.50,1226,0.0,3.000,4.269,6.54,0.000,29.46,1.07,0.52,-0.76,0.52,1.000,1.02,0.00,1.043,0.00,0.90,2.492,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.66,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,179.06,499.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,23,974,14.00,28.50,1228,0.0,2.250,4.237,6.54,0.000,29.51,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.044,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.71,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,178.81,498.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,24,417,14.00,28.50,1232,0.0,4.500,4.141,6.54,0.000,29.34,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.72,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,178.50,496.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,24,804,14.00,28.50,1224,0.0,3.000,4.205,6.54,0.000,29.34,1.07,0.52,-0.76,0.52,1.000,1.02,-1.33,1.042,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.76,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,178.94,499.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,25,211,14.00,28.50,1222,0.0,3.750,4.186,6.54,0.000,29.30,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.81,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,178.19,500.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,25,601,14.00,28.50,1228,0.0,3.750,4.147,6.54,0.000,29.30,1.45,0.04,-1.33,0.68,0.007,0.06,7.00,0.000,0.01,0.75,0.264,-42.0,94.533,0.703,0.750,1940,94.41,313.0,-78.91,8.72,-24.8,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,26,6,14.00,28.50,1221,0.0,3.750,4.122,34.79,39.960,620.98,1.45,0.04,-1.33,0.59,0.007,0.06,7.00,0.000,0.01,0.75,17.613,-48.0,39.461,0.047,0.750,1940,94.41,313.0,-78.91,8.71,-24.8,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26,475,14.00,28.50,1228,0.0,3.000,4.141,53.54,39.960,620.98,1.45,0.04,-1.33,0.70,0.007,0.06,7.00,0.000,0.01,0.75,0.264,-42.0,94.533,0.703,30.000,0,0.31,128.3,0.78,-48.07,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1327.8,31,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,26,911,14.00,29.25,1229,0.0,5.250,4.141,6.54,0.000,29.16,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.93,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,177.56,498.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,27,319,14.00,29.25,1231,0.0,5.250,4.109,6.54,0.000,29.06,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.042,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.78,-48.07,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1199.8,1E,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,27,661,14.00,29.25,1226,0.0,3.750,4.179,6.49,0.000,29.23,1.07,0.52,-0.76,0.52,1.000,0.06,7.00,0.000,0.01,0.75,0.264,-42.0,94.533,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,28,48,14.00,29.25,1225,0.0,2.250,4.230,34.79,40.351,620.98,1.45,0.04,-1.33,0.59,0.007,0.06,7.00,0.000,0.01,0.75,0.264,-42.0,94.533,0.703,50.250,0,0.31,128.3,0.78,-49.63,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1626.5,33,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,28,436,14.00,29.25,1235,0.0,3.000,4.128,6.54,0.000,29.23,1.07,0.52,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.99,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,177.13,497.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,28,844,14.00,29.25,1228,0.0,3.000,4.134,6.49,0.000,29.04,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,0.99,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,178.25,498.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,29,231,14.00,29.25,1232,0.0,3.000,4.154,6.49,0.000,29.18,1.07,0.52,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,1.01,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,177.38,498.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,29,639,14.00,29.25,1220,0.0,5.250,4.160,6.49,0.000,28.99,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.042,0.00,0.90,0.264,-42.0,94.923,0.703,61.500,0,0.31,128.3,0.78,-49.63,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1583.8,47,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,30,41,14.00,29.25,1228,0.0,3.000,4.160,6.49,0.000,29.23,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,1.04,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,177.25,499.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,30,453,14.00,29.25,1232,0.0,3.000,4.128,6.49,0.000,29.06,1.07,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,19.5,0.000,0.496,0.000,1230,6.99,4.5,1.04,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,177.13,498.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,32,917,14.00,30.00,1224,0.0,2.250,4.083,6.49,0.000,28.95,1.45,0.04,-1.33,0.64,0.007,0.00,12.50,1.898,0.01,0.00,0.963,42.0,84.395,0.916,0.000,110,0.88,1041.0,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,33,302,14.00,30.00,1232,0.0,2.250,3.994,6.49,0.000,28.76,1.06,0.52,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.18,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,174.63,495.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,33,754,14.00,30.00,1220,0.0,3.750,4.064,6.49,0.000,28.73,1.06,0.51,-0.76,0.51,1.000,1.02,-1.33,1.042,0.00,0.90,2.348,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.19,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,175.25,497.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,34,143,14.00,30.00,1226,0.0,2.250,4.096,6.45,0.000,28.80,1.06,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.348,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.21,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,175.19,498.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,34,535,14.00,30.00,1219,0.0,7.500,4.077,6.49,0.000,28.66,1.06,0.51,-0.76,0.52,1.000,1.02,-1.33,1.041,0.00,0.90,2.348,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.23,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,176.44,498.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,34,924,14.00,30.00,1218,0.0,3.000,4.096,6.45,0.000,28.85,1.06,0.51,-0.76,0.52,1.000,1.02,-1.33,1.043,0.00,0.90,2.199,18.8,0.000,0.496,-72.750,0,0.31,128.3,0.78,-49.63,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10842.5,3C,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,35,322,14.00,30.00,1222,0.0,3.000,4.077,6.45,0.000,28.80,1.06,0.47,-0.76,0.52,1.000,1.02,-1.33,1.042,0.00,0.90,2.199,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.28,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,175.38,498.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,35,701,14.00,30.75,1217,0.0,6.750,3.955,6.45,0.000,28.52,1.06,0.41,-0.76,0.52,1.000,1.02,-1.33,1.041,0.00,0.90,2.199,18.8,0.000,0.496,0.000,1220,6.99,4.5,1.30,0.00,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,175.31,499.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
